patient_14_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_21_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_12_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_31_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_6_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_10_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_13_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_28_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_29_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_33_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_11_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_22_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_18_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_9_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_32_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_27_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_16_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_30_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_26_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_7_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_4_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_14_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_7_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_20_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_26_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_25_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_23_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_24_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_17_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_27_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_5_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_8_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_19_Primary_ATACseq_REP1.mLb.clN.sorted.bam
chr17-8775717-8778071	6.71384595883743	7.37270868514142	7.51518971550453	6.98211380337091	5.97788931066036	6.56138059521812	6.79225206415239	7.27175238994435	7.11694214263624	7.86107945873442	6.89349485128059	6.62418100701455	7.26878495767798	6.20974865146876	8.32826396173653	7.02529658830957	7.25863631403854	7.60071122522652	6.64384931100774	6.94833383422059	6.88769725354076	6.83095542784918	6.57995950670078	6.77567205382692	7.83126771652877	7.1132714397157	6.83375519794611	7.03357666701262	7.59564263431925	7.27265812491552	6.83263221214096	6.35889893685922	6.45339938150781
chr3-3878311-3878831	3.77518665943821	5.28907751264328	6.37585611151799	2.19008650794997	5.07873673501257	5.04205598057496	2.19008650794997	6.35695356913684	5.7144568305302	4.9478332855452	5.94783279508386	4.81166963216777	5.35630983081232	4.38577151349835	5.24471373143545	4.75541685591539	6.02993008426934	5.11761465092733	4.61151878896711	5.00043242511829	4.18788038549469	4.33451929061303	5.29534625271233	4.82923271987736	4.33807586966427	4.56624794890601	4.69242600456675	5.61447212168924	5.29843606558227	4.11559871030359	5.13749914165875	4.84730663107671	2.19008650794997
chr18-47744729-47745558	5.36019504082998	6.50626722396074	5.33047678634198	6.11013790868764	6.08530901279938	5.69679275460228	6.31900611127022	5.43511718705587	5.05874705613722	5.59684789168735	5.28027373005542	6.23122003463269	5.20633515894913	5.50517129939938	4.66723368136626	5.16946569963617	4.17549371340426	4.92648557183734	5.47015969833037	6.10023366505093	5.5093668507782	4.58966232566214	6.44279528952188	5.70852819525199	4.99871234638006	5.13615435605095	6.15953001367264	5.27572125797604	4.61138936995435	4.91199148122587	4.72500975002661	5.85433726617509	6.45339938150781
chr5-109141712-109142019	7.04826685509783	4.00678084317496	4.23519755801679	2.19008650794997	4.26146691477983	5.23561601346385	2.19008650794997	3.23281346345423	3.22616394735835	4.14677347327266	3.99964727766594	4.33940014466	2.19008650794997	4.64329828472888	5.0766629839823	3.75936471694772	2.19008650794997	4.70611200743982	4.61151878896711	5.00043242511829	3.18861613454688	6.36847609437883	3.72682382088786	4.23894251053889	4.02765542064148	3.61049581926729	5.12851612756956	4.1885327781261	2.19008650794997	3.82190680497628	4.72500975002661	5.07171130386827	4.2022800870916
chr8-28276947-28277629	7.23468084226459	7.21396894028742	6.70669126537671	5.9520772724653	7.1883376971769	6.88381945172114	7.92879392971953	7.22586607832297	7.06623028073248	7.34309516284409	7.14727057612868	6.78667145114831	7.10889109191005	7.24448532557331	6.31479782844198	7.37659171574291	7.69458492653637	6.69548135042816	6.64384931100774	6.28083324563359	7.04522681290163	5.7892671739798	7.40445014550749	6.49945654445755	6.56405176276577	7.26450548304653	6.90871686003242	6.4919002278382	7.26365358295503	6.28538834470613	6.4548292707091	6.51988390046131	7.86421357661798
chr6-3032221-3032389	4.51217978218187	5.28907751264328	6.80201886856391	4.24029498604534	3.8386704413841	5.23561601346385	6.14938691346156	3.83174163429096	4.83468641159169	4.14677347327266	4.44045186746796	5.45168008293819	4.84954490424932	5.50517129939938	4.40867018899665	4.75541685591539	5.69586369598832	5.43741766756812	4.61151878896711	3.19183200859628	4.99491987163067	5.1613758552735	4.9351362556056	5.05314373694698	4.33807586966427	4.31217235100488	5.46292989555663	4.83220240782544	6.47662157018426	5.18950792038872	4.72500975002661	5.26586373066891	5.29188407884735
chr4-7187735-7188307	2.19008650794997	2.19008650794997	3.54821558233091	5.77454439952713	3.8386704413841	5.23561601346385	5.47296522880962	5.43511718705587	5.05874705613722	5.13942650280425	5.80763182293363	5.16687789390002	5.83650758326014	4.86174376840165	6.45850698987238	3.17833930361434	4.63359136581217	4.12819334087842	5.47015969833037	5.89374704111014	4.77259755312614	5.44603433788974	4.9351362556056	5.41773612729772	6.22961406047622	4.56624794890601	4.9972740206566	5.5101499261505	5.29843606558227	5.525774118935	5.71990902626666	5.72816864935685	4.2022800870916
chr5-42586593-42586859	3.77518665943821	4.78593912955918	2.19008650794997	3.55232020085015	4.58803044306896	3.21627903778701	2.19008650794997	4.25371159686787	3.82295452261484	3.73661325035933	2.19008650794997	4.02888710449233	2.19008650794997	5.50517129939938	3.12636879735318	2.19008650794997	3.50035219952915	4.12819334087842	4.82895531728542	2.19008650794997	4.50966128553461	4.33451929061303	4.13571822740435	3.81855755507301	4.33807586966427	4.56624794890601	3.77491880307698	3.88909207337146	4.28344691341555	3.45273521452635	4.72500975002661	4.25527906525497	3.52177769697263
chr4-11905717-11906100	2.19008650794997	4.00678084317496	2.19008650794997	4.24029498604534	5.59725686626592	4.55369739209785	4.1576192043155	2.19008650794997	4.24386989170553	2.19008650794997	3.36172746006668	5.79505239862741	4.06152768658746	4.64329828472888	5.24471373143545	5.16946569963617	2.19008650794997	4.12819334087842	4.04376906308587	4.19270396760951	4.99491987163067	4.58966232566214	6.44279528952188	4.82923271987736	4.99871234638006	5.76273290399207	3.41236732521092	4.1885327781261	3.25299316239068	4.56806405861698	3.16027169593464	4.25527906525497	2.19008650794997
chr14-55743956-55745463	5.64970582892267	7.91025514158418	5.94585021038616	7.68140134824979	7.63981788750294	5.93851619158496	7.31778224812056	8.29541992340452	7.96046290476628	7.30361121420696	6.19298099190889	7.4995856849208	7.06598665122305	7.03574226050365	6.52532712707754	7.65887721159383	6.1718223342055	6.8106849542121	7.24502143687136	7.36340360155083	7.80191421102128	7.4618492184703	7.9258210196625	7.46260722516171	6.73287872729022	7.1132714397157	7.59361799519586	7.39752390120923	7.06377890703169	7.01217876533239	7.41680688011203	7.02815342196337	8.56367692787961
