GSM_ID,Factor,Biosource,GIGGLE_score
GSM2466611,ZNF611,293T,531.7374632846365
GSM1668448,SMAD3,BJ;Fibroblast;Skin,285.56601790035285
GSM2544235,POLR3D,THP-1;Macrophage,192.20960051583847
GSM2544233,POLR3D,THP-1;Monocyte,151.22942037508508
GSM2466534,ZNF334,293T,73.63024197837707
GSM2466595,ZNF558,293T,54.331605374031255
GSM2544232,POLR3D,THP-1;Monocyte,37.83409921163562
GSM1467737,TRIM28,Embryonic Stem Cell;Embryo,31.51874867609313
GSM1539057,GTF2I,Fibroblast,30.42720914757962
GSM2676799,BRD4,J-Lat A72,19.607280376945784
GSM2427951,AR,Prostate,16.090747895839073
GSM2365748,MLLT1,MV4-11;Monocyte,15.962531650183955
GSM2144045,LRWD1,U2OS;Osteosarcoma cell,15.298614858052053
GSM1690575,FOS,MV4-11;Macrophage;Blood,15.106996885588249
GSM1933888,NANOG,LNCaP;Epithelium;Prostate,14.643793824818996
GSM1933886,NANOG,LNCaP;Epithelium;Prostate,14.290893655637474
ENCSR592KSP_2,ZFP64,HEK293;Epithelium;Embryonic Kidney,14.197472708896095
GSM896985,POU5F1,BJ;Fibroblast;Skin,13.756170881246712
GSM2067350,TRIM28,H1;Embryonic Stem Cell;Embryo,13.649301234015185
GSM1138592,RNF2,DU145;Epithelium;Prostate,13.623584895479938
GSM1539060,GTF2I,Fibroblast,13.506039173094013
GSM2642524,DNMT3B,TKO;hESC,13.400562172292172
GSM1897372,PSIP1,MV4-11;Leukemia Cell,13.086473535219294
GSM1103547,SSRP1,HT1080;Connective Tissue,12.970393407801586
GSM2230418,TRIM28,Neural Progenitor Cell,12.817644814586348
GSM1103548,SSRP1,HT1080;Connective Tissue,12.763946512623887
GSM2228915,DNMT3A,Stem cell;Foreskin,8.955645926975306
GSM2333824,PSMD1,Fibroblast,8.919987042671043
GSM1278358,SETX,A549;Epithelium;Lung,8.77271320330728
GSM2427947,SRC,Prostate,8.738869064639067
GSM2679937,RELA,Monocyte;Blood,8.564542092829377
GSM1917727,EP300,PC-3;Epithelium;Prostate,8.511426315344991
