GSM_ID,Factor,Biosource,GIGGLE_score
GSM1057027,IRF1,Monocyte;Blood,1369.9110744818386
GSM1057025,IRF1,Monocyte;Blood,1316.5792748688714
GSM2394413,IRF1,JHU-06;Endothelial Cell,737.6536516794126
GSM2394412,IRF1,JHU-06;Endothelial Cell,685.1548382326939
GSM935504,IRF1,K562;Erythroblast;Bone Marrow,656.8616134769962
GSM1057026,IRF1,Monocyte;Blood,613.4102894898821
GSM1816088,IRF2,Hematopoietic stem and progenitor cell;Bone Marrow,604.308036514917
ENCSR854MCV_2,IRF1,K562;Erythroblast;Bone Marrow,505.2519561365039
GSM935469,STAT2,K562;Erythroblast;Bone Marrow,466.56361937968467
ENCSR854MCV_1,IRF1,K562;Erythroblast;Bone Marrow,440.80289890063125
GSM935546,IRF1,K562;Erythroblast;Bone Marrow,433.88585733489134
GSM935471,STAT1,K562;Erythroblast;Bone Marrow,404.08366766748634
GSM935505,IRF1,K562;Erythroblast;Bone Marrow,391.95734216583094
GSM970261,IRF2,Proerythroblast;Bone Marrow,370.59987606756584
GSM754331,JUND,GM12878;B Lymphocyte;Blood,358.2836314420852
GSM935541,JUND,GM12878;B Lymphocyte;Blood,358.2836314420852
GSM2026748,PRDM1,HEK293;Epithelium;Embryonic Kidney,327.442097000456
GSM1195560,IRF4,B Lymphocyte;Blood,295.1634535415197
GSM1010780,ATF2,GM12878;B Lymphocyte;Blood,247.04943960708684
ENCSR199WXF_1,EED,GM12878;B Lymphocyte;Blood,236.74595649590825
ENCSR098YLE_2,PRDM1,HEK293;Epithelium;Embryonic Kidney,222.25564276741687
GSM1010881,NFIC,GM12878;B Lymphocyte;Blood,207.41361189627216
GSM803390,IRF4,GM12878;B Lymphocyte;Blood,206.57987076028044
GSM803538,BATF,GM12878;B Lymphocyte;Blood,199.11891761124411
ENCSR098YLE_1,PRDM1,HEK293;Epithelium;Embryonic Kidney,197.0323247931841
ENCSR897MMC_2,JUNB,GM12878;B Lymphocyte;Blood,192.9629789860074
GSM1010729,MTA3,GM12878;B Lymphocyte;Blood,184.32885564096463
GSM935555,PRDM1,HeLa-S3;Epithelium;Cervix,183.5800092977781
GSM2574791,BATF3,GM12878;B Lymphocyte;Blood,179.47279397231324
GSM2574792,HMG20A,GM12878;B Lymphocyte;Blood,177.81337846331147
GSM1273052,EBNA3C,B Lymphocyte,176.74767473321012
GSM2574796,ETV6,GM12878;B Lymphocyte;Blood,171.21777195096976
GSM935442,IKZF1,GM12878;B Lymphocyte;Blood,166.75243965565846
GSM1370272,BATF,OCI-Ly3;B Lymphocyte;Bone Marrow,166.33087363405872
ENCSR897MMC_1,JUNB,GM12878;B Lymphocyte;Blood,157.09121882935483
GSM1958041,RBPJ,LCL;Lymphoblastoid;Blood,156.97138641009272
GSM803388,BCL11A,GM12878;B Lymphocyte;Blood,154.89976798917323
GSM1010731,FOXM1,GM12878;B Lymphocyte;Blood,154.36094715712028
GSM1010850,CEBPB,GM12878;B Lymphocyte;Blood,153.35542463142446
GSM2302870,HDAC4,MM1.S;B Lymphocyte;Blood,152.57717922727204
GSM2302873,HDAC2,MM1.S;B Lymphocyte;Blood,152.54721354797942
GSM2735456,PRDM1,U266B1;Plasma Cell,149.96173898290982
GSM1010721,STAT5A,GM12878;B Lymphocyte;Blood,146.41677092677756
GSM486307,RELA,GM18951;Lymphoblastoid;Blood,140.92004027048014
ENCSR874AFU_2,IKZF1,GM12878;B Lymphocyte;Blood,140.84501913532128
ENCSR199WXF_2,EED,GM12878;B Lymphocyte;Blood,140.28195816254404
GSM1003634,JUND,GM12878;B Lymphocyte;Blood,136.4750541942074
GSM486319,RELA,GM12878;B Lymphocyte;Blood,132.04161509590844
GSM2443453,NIPBL,LCL;B Lymphocyte,123.42700922536379
GSM803511,MEF2A,GM12878;B Lymphocyte;Blood,123.33441109908148
ENCSR207PFI_1,ZBED1,GM12878;B Lymphocyte;Blood,122.96084072765892
GSM935562,EP300,GM12878;B Lymphocyte;Blood,122.09903973170096
GSM1273053,EBNA3C,B Lymphocyte,118.66970260417659
GSM935488,STAT1,K562;Erythroblast;Bone Marrow,116.68744972958295
GSM385503,STAT1,HeLa-S3;Epithelium;Cervix,113.7182103912172
GSM2738059,BACH2,B Lymphocyte,113.70962001059799
GSM1370277,BATF,OCI-Ly10;B Lymphocyte;Bone Marrow,112.52799942698395
GSM803420,MEF2C,GM12878;B Lymphocyte;Blood,112.52072338096441
ENCSR961PPA_2,ATF2,GM12878;B Lymphocyte;Blood,112.10515223841007
GSM486318,RELA,GM12878;B Lymphocyte;Blood,111.51461560515993
GSM1290185,EP300,GM12878;B Lymphocyte;Blood,111.09670524966879
GSM1003604,CUX1,GM12878;B Lymphocyte;Blood,110.7640051395557
GSM935470,STAT2,K562;Erythroblast;Bone Marrow,109.49568910172277
GSM2574795,ETV6,GM12878;B Lymphocyte;Blood,109.17266757401863
GSM935557,STAT3,GM12878;B Lymphocyte;Blood,108.3978416214596
GSM1690576,STAT5,MV4-11;Macrophage;Blood,107.85640418901987
GSM486300,RELA,GM10847;Lymphoblastoid;Blood,105.59418335928608
GSM2804465,SPI1,Monocyte;Blood,105.47497357007131
GSM935653,TBL1XR1,GM12878;B Lymphocyte;Blood,101.77586074987042
GSM558633,VDR,GM10855;Lymphocyte;Blood,101.57675960809256
GSM2545821,STAT3,T Lymphocyte;Umbilical Cord,101.03852049408108
GSM2443454,NIPBL,LCL;B Lymphocyte,99.53684632036148
GSM486316,RELA,GM12878;B Lymphocyte;Blood,98.88381010233023
GSM1290183,EP300,GM12878;B Lymphocyte;Blood,98.2794543036222
GSM1333965,EP300,GM12878;B Lymphocyte;Blood,97.34799080063772
GSM1505616,PRDM1,HUES64;Embryonic Stem Cell;Embryo,96.40732702382469
GSM385507,STAT1,HeLa-S3;Epithelium;Cervix,96.22875352402669
GSM1334008,SPI1,GM12878;B Lymphocyte;Blood,96.13577940785058
GSM1010893,RUNX3,GM12878;B Lymphocyte;Blood,95.66909853303585
GSM2574797,ZNF597,GM12878;B Lymphocyte;Blood,95.17519178854624
GSM1290184,EP300,GM12878;B Lymphocyte;Blood,94.73031377844276
GSM1010779,NFATC1,GM12878;B Lymphocyte;Blood,94.4419625061402
GSM1333961,EP300,GM12878;B Lymphocyte;Blood,94.28801532119672
GSM1370279,IRF4,OCI-Ly10;B Lymphocyte;Bone Marrow,94.02238800486444
GSM1333964,EP300,GM12878;B Lymphocyte;Blood,93.71242641192195
GSM385504,STAT1,HeLa-S3;Epithelium;Cervix,92.85007339882117
GSM935472,STAT1,K562;Erythroblast;Bone Marrow,92.29953787921205
GSM803398,SPI1,GM12891;Lymphoblastoid;Blood,91.39714741466841
GSM2628094,NFKB1,GM12878;Lymphoblastoid,91.14359610436108
GSM385508,STAT1,HeLa-S3;Epithelium;Cervix,90.04695161434509
GSM1290174,EP300,GM12878;B Lymphocyte;Blood,89.78288110589527
GSM558632,VDR,GM10855;Lymphocyte;Blood,88.17075438241831
GSM1333967,SPI1,GM12878;B Lymphocyte;Blood,88.02424594921392
GSM803531,SPI1,GM12878;B Lymphocyte;Blood,87.62936404260189
GSM610337,FOS,K562;Erythroblast;Bone Marrow,84.85599684435117
GSM486271,RELA,GM19193;Lymphoblastoid;Blood,84.40396880433491
