patient_14_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_21_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_12_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_31_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_6_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_10_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_13_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_28_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_29_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_33_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_11_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_22_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_18_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_9_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_32_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_27_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_16_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_30_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_26_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_7_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_4_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_14_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_7_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_20_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_26_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_25_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_23_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_24_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_17_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_27_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_5_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_8_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_19_Primary_ATACseq_REP1.mLb.clN.sorted.bam
chr17-50464855-50464997	-1.13352919461076	0.0475246976507447	0.100256389849445	0.20185355705795	-0.0399532522674951	-1.13352919461076	-0.157313473088126	-0.11597672383415	-1.13352919461076	-0.160597021214103	1.06798675708305	-0.209333049853788	0.343019419806386	-1.13352919461076	0.763084611740473	-0.127361838302221	0.117110467252286	0.394479416220427	-1.13352919461076	0.422069181813211	0.503377472035302	0.706439218983078	-1.13352919461076	0.499550070071201	-0.227528931023891	-0.222469719504395	0.0622350105438651	0.61559610475066	0.503563787814376	0.484036306842836	1.58624604904755	-0.0956656631960794	0.177474906344761
chr1-1397366-1398395	5.07239897961057	2.3440688982684	4.46084476860668	3.61590914540676	3.43209639752944	5.08029133321433	4.24590213692293	5.12972370603205	1.1949711040941	5.54026342574581	4.64768259457821	3.57430174137392	1.8899546762849	3.08556252818552	2.90495092726476	3.46323100477774	2.45572518973066	2.59386713552829	3.51785308071838	4.65587597509603	3.52552787761406	4.17754984621637	4.23547357139334	3.3943108393711	1.8648009818715	3.49708012862584	3.16766260670717	2.6314662505566	0.924987118381277	3.25852413919731	3.52258810785339	3.5231531876064	2.70746517895797
chr2-30864833-30864984	-1.13352919461076	0.688118596855241	0.100256389849445	-1.13352919461076	2.49176855967157	0.899977099699571	-0.157313473088126	-1.13352919461076	-1.13352919461076	0.415228827328814	0.00389215082517659	1.322786261205	-1.13352919461076	2.29824295760771	-0.201623684133565	-0.127361838302221	-1.13352919461076	-1.13352919461076	0.708620314810062	-1.13352919461076	2.74567557094037	-1.13352919461076	2.68472647892526	1.73540044427147	-0.227528931023891	1.04333726178365	0.706963348842474	0.919140319650453	-1.13352919461076	0.484036306842836	0.790133780098184	0.501700360150604	1.31098547082253
chr18-5878809-5879816	2.30482486754352	2.88520131237036	2.2536721082172	2.58755835532591	2.02644919990364	1.90548659964358	2.40752480933976	3.60047789346978	2.04369641081224	2.9025532723143	2.09899692717492	2.30926739700764	2.04002983977452	2.9252882087749	1.74510964538637	1.87724643846999	1.84783852636211	3.17671999516361	2.47570169837431	2.14861448607833	0.503377472035302	2.57135407771797	2.04683239506331	1.92930079258904	2.15016035932213	1.70703101489345	2.52364802292793	2.13834545820997	2.3965319331109	1.84745142253907	1.36635957739191	3.02440038912507	1.31098547082253
chr10-2963232-2963647	-1.13352919461076	1.74168421850419	-1.13352919461076	-1.13352919461076	1.0046528799326	1.48861493719028	0.419632994386075	-1.13352919461076	0.87263312244346	0.415228827328814	0.00389215082517659	1.06512412912909	-0.214066314795645	0.431201702291527	1.3360887198384	0.459650602905079	-1.13352919461076	0.394479416220427	1.49194627163739	0.833393782982675	0.503377472035302	1.01703997068719	0.875281645220107	1.24594939656291	0.723070015526968	-1.13352919461076	2.28330518964679	0.919140319650453	0.924987118381277	1.4091395387561	-0.183969141146461	0.922899859024439	0.852802839524711
chr20-52164430-52164967	2.01579000163294	0.688118596855241	2.2536721082172	0.883269611304584	2.02644919990364	2.07602247098662	1.99383769320841	2.0674540724127	1.1949711040941	1.81876353567781	2.42704786477585	2.18497075065963	1.8899546762849	2.1610186699707	2.0634157152377	2.04734183446757	1.22779197626441	1.60017761223577	2.13222690405553	0.833393782982675	1.51607645901294	2.36728402361523	1.46121981480864	2.10020136089599	0.723070015526968	2.1598794371948	2.36794702416018	1.56918956025736	1.93451317781667	2.07970477491624	1.77700880405368	2.63605409230765	0.852802839524711
chr3-126238825-126238955	-1.13352919461076	0.688118596855241	-1.13352919461076	0.883269611304584	-0.0399532522674951	-0.111105425394488	-1.13352919461076	-1.13352919461076	0.87263312244346	1.14484320850304	0.00389215082517659	0.751217120453324	-0.214066314795645	-0.148676236849673	-1.13352919461076	0.875711981167475	-1.13352919461076	1.37988256409672	-0.23682118745002	1.15308954371095	-0.0943967889327817	-0.238220910645184	0.459267816799912	0.920490877031061	0.324688198630012	-0.222469719504395	1.15098024078904	0.919140319650453	0.503563787814376	1.22743501032002	1.77700880405368	1.24851256000596	0.177474906344761
chr15-67749194-67749915	2.30482486754352	2.7677392198083	2.58527040445965	1.34421873896019	3.56405077000283	2.81494111247872	2.14530078506234	2.8059551662193	2.68145139137305	3.13652807133388	1.90196242578047	3.17754944792596	1.7224359699077	3.53763902333403	2.19959988113816	3.04802321150947	1.84783852636211	3.10654177025592	3.36122685830796	2.52609142946609	3.3324341333933	1.84467712794161	2.96498180696137	3.02140601770753	1.29118229862598	3.08436209983716	3.21413084088828	3.18061447697199	2.2583389597586	2.37018073383961	2.5787019767856	2.74337110225469	2.84936551910737
chrX-81326457-81326819	-1.13352919461076	0.0475246976507447	-1.13352919461076	-1.13352919461076	1.0046528799326	-1.13352919461076	-1.13352919461076	0.892720074015448	1.45827870308788	0.825676209945866	-1.13352919461076	0.349449785769347	-1.13352919461076	-1.13352919461076	0.359907197160649	-0.127361838302221	-1.13352919461076	0.394479416220427	-1.13352919461076	-1.13352919461076	-0.0943967889327817	0.706439218983078	1.19779522060362	-0.0972920105333494	2.59262686030202	0.331584277908395	0.420318875768632	0.230687216791345	0.924987118381277	0.484036306842836	-0.183969141146461	-0.0956656631960794	1.31098547082253
chr11-114008635-114008729	-1.13352919461076	0.688118596855241	0.100256389849445	-1.13352919461076	-1.13352919461076	-0.111105425394488	1.63280936270626	-0.11597672383415	0.87263312244346	0.825676209945866	-1.13352919461076	1.06512412912909	-0.214066314795645	-0.148676236849673	0.763084611740473	-0.127361838302221	-1.13352919461076	0.802236950302072	0.708620314810062	-1.13352919461076	-0.0943967889327817	-1.13352919461076	-1.13352919461076	0.920490877031061	-0.227528931023891	-1.13352919461076	1.15098024078904	0.230687216791345	-1.13352919461076	-0.376913520691165	0.790133780098184	0.922899859024439	0.177474906344761
chr19-2275004-2275330	1.16986697008285	3.09482232089307	2.72627435623728	3.13558554395112	3.62576175952358	2.2285140741881	4.43420843866956	3.14747663934345	4.48922414005622	3.33779931537543	3.28586607380053	2.18497075065963	3.03132212968333	3.29684596576782	2.82296487870906	3.27051294615839	2.08010022550317	3.99202889248774	2.370042591595	2.99461801376063	3.64124662678681	1.84467712794161	2.78431784203168	2.84028434329652	2.59262686030202	3.01443621888819	2.36794702416018	2.71267318424802	3.89573678441903	2.27970157016476	1.94546807673809	1.93209378964003	3.30848424759041
chrX-73338270-73338421	0.43600660937144	1.13018749648599	-1.13352919461076	-1.13352919461076	-0.0399532522674951	-0.111105425394488	0.830645712656113	0.474789463290018	-0.129418060000118	-0.160597021214103	-1.13352919461076	-0.209333049853788	0.343019419806386	0.431201702291527	0.763084611740473	-0.127361838302221	-1.13352919461076	-1.13352919461076	1.01938467837838	0.422069181813211	-0.0943967889327817	0.310085201341635	-0.127649326604767	1.51133262832324	-1.13352919461076	-0.222469719504395	0.0622350105438651	-0.295842378498602	-0.0942558034332672	-0.376913520691165	1.94546807673809	-0.0956656631960794	-1.13352919461076
chr14-65320219-65320354	0.43600660937144	-1.13352919461076	-1.13352919461076	-1.13352919461076	0.574899379432106	-0.111105425394488	-1.13352919461076	-0.11597672383415	-1.13352919461076	-1.13352919461076	-1.13352919461076	-0.209333049853788	1.05728915654021	-0.148676236849673	0.359907197160649	0.459650602905079	-1.13352919461076	1.37988256409672	-1.13352919461076	0.833393782982675	-1.13352919461076	0.706439218983078	0.459267816799912	-0.0972920105333494	-1.13352919461076	-0.222469719504395	0.706963348842474	0.230687216791345	0.503563787814376	0.484036306842836	0.790133780098184	-1.13352919461076	0.852802839524711
chr4-16012674-16012797	-1.13352919461076	0.0475246976507447	0.100256389849445	-1.13352919461076	-0.0399532522674951	-0.111105425394488	-0.157313473088126	0.474789463290018	-1.13352919461076	-0.160597021214103	0.00389215082517659	0.751217120453324	-1.13352919461076	-0.148676236849673	-0.201623684133565	0.459650602905079	-1.13352919461076	-0.176032441845662	-0.23682118745002	0.422069181813211	0.503377472035302	-1.13352919461076	-1.13352919461076	-0.0972920105333494	0.324688198630012	-1.13352919461076	-0.415151619308855	0.230687216791345	-1.13352919461076	0.484036306842836	1.94546807673809	0.922899859024439	0.852802839524711
chr6-130501366-130501737	-1.13352919461076	0.688118596855241	-1.13352919461076	1.97367674870434	-0.0399532522674951	0.899977099699571	-0.157313473088126	0.474789463290018	0.456912219666925	0.415228827328814	0.63189920245499	-0.209333049853788	1.05728915654021	0.843690185038586	1.0778495722648	0.875711981167475	0.117110467252286	0.394479416220427	0.311999184667247	-0.155496066687782	-0.0943967889327817	1.01703997068719	1.19779522060362	0.499550070071201	1.03491161473132	-0.222469719504395	0.420318875768632	0.919140319650453	-1.13352919461076	1.01950211320644	-0.183969141146461	0.922899859024439	0.852802839524711
chr4-44734543-44734740	-1.13352919461076	-1.13352919461076	-1.13352919461076	0.20185355705795	-0.0399532522674951	-1.13352919461076	-0.157313473088126	-1.13352919461076	-1.13352919461076	0.415228827328814	0.00389215082517659	0.349449785769347	1.7224359699077	-0.148676236849673	0.763084611740473	-0.127361838302221	-1.13352919461076	0.394479416220427	0.708620314810062	-1.13352919461076	-1.13352919461076	0.310085201341635	-0.127649326604767	-1.13352919461076	0.723070015526968	-1.13352919461076	0.945986632434843	0.230687216791345	0.503563787814376	0.116853522988862	-1.13352919461076	0.501700360150604	-1.13352919461076
chr22-39332495-39332700	0.43600660937144	-1.13352919461076	0.100256389849445	-1.13352919461076	-0.0399532522674951	-0.111105425394488	0.419632994386075	0.474789463290018	-1.13352919461076	0.825676209945866	-1.13352919461076	0.349449785769347	-0.214066314795645	-1.13352919461076	1.3360887198384	0.459650602905079	0.776795928722648	-0.176032441845662	0.311999184667247	0.422069181813211	0.503377472035302	1.27247310136736	-0.127649326604767	0.499550070071201	-0.227528931023891	-1.13352919461076	0.0622350105438651	1.16978735702443	-1.13352919461076	0.116853522988862	2.23284006302436	0.501700360150604	0.177474906344761
chrX-147151394-147151579	-1.13352919461076	-1.13352919461076	2.58527040445965	0.883269611304584	2.19877581195875	-1.13352919461076	1.15015353835454	2.59915008770722	-1.13352919461076	-0.160597021214103	-1.13352919461076	1.06512412912909	0.343019419806386	0.843690185038586	0.359907197160649	1.19825405483645	-1.13352919461076	0.802236950302072	1.27492831365868	-0.155496066687782	2.39628109751927	0.310085201341635	2.19896546927129	1.51133262832324	-0.227528931023891	1.29999906200177	0.0622350105438651	1.3832660828835	-0.0942558034332672	0.484036306842836	0.383780394645128	1.24851256000596	-1.13352919461076
chr15-51168829-51169525	2.75171753927556	3.277814092888	3.45030034619523	3.24529553018401	3.84917374386963	4.33622035016883	3.98978274590648	3.14747663934345	3.62926563086695	3.67171804328641	3.11425558508146	2.96721966834247	3.46201537688418	3.15948220209074	2.43857584038879	4.00771206549681	2.61226972631237	3.24364225240994	2.9853656159339	3.07248928580339	3.1876662915697	3.5149480071592	3.40126035568558	3.25648912870381	3.26553211553931	3.15105485106432	2.85220855518746	3.44107415201131	3.18792716477377	3.51799855184555	3.22802556405535	3.18531744755491	2.17198173356265
chr5-9332123-9332264	-1.13352919461076	0.0475246976507447	0.100256389849445	0.20185355705795	-1.13352919461076	1.22411152002977	-0.157313473088126	-1.13352919461076	1.1949711040941	1.14484320850304	-1.13352919461076	0.349449785769347	-0.214066314795645	-0.148676236849673	1.0778495722648	-0.127361838302221	1.22779197626441	0.394479416220427	0.708620314810062	0.833393782982675	0.92477843724214	1.27247310136736	0.459267816799912	-0.0972920105333494	-0.227528931023891	0.73091560520205	-0.415151619308855	0.919140319650453	-0.0942558034332672	0.484036306842836	1.10682620443356	0.501700360150604	0.852802839524711
chr7-79049914-79050018	0.43600660937144	-1.13352919461076	0.100256389849445	-1.13352919461076	-0.0399532522674951	-1.13352919461076	-0.157313473088126	-1.13352919461076	0.456912219666925	0.415228827328814	1.06798675708305	-0.209333049853788	-1.13352919461076	-0.148676236849673	1.3360887198384	-0.127361838302221	0.117110467252286	-0.176032441845662	-1.13352919461076	0.422069181813211	-0.0943967889327817	0.310085201341635	-1.13352919461076	0.499550070071201	-0.227528931023891	0.73091560520205	0.0622350105438651	0.230687216791345	-1.13352919461076	-0.376913520691165	-1.13352919461076	0.501700360150604	0.852802839524711
chr11-33204111-33204230	-1.13352919461076	0.688118596855241	-1.13352919461076	-1.13352919461076	-1.13352919461076	-0.111105425394488	0.419632994386075	0.474789463290018	-0.129418060000118	-1.13352919461076	1.67369658799451	0.751217120453324	0.343019419806386	-1.13352919461076	1.0778495722648	0.459650602905079	-1.13352919461076	-1.13352919461076	-1.13352919461076	-0.155496066687782	0.503377472035302	0.706439218983078	-0.127649326604767	0.499550070071201	0.324688198630012	-0.222469719504395	-0.415151619308855	-0.295842378498602	-1.13352919461076	0.484036306842836	-1.13352919461076	0.922899859024439	0.852802839524711
chr17-41488477-41489166	0.43600660937144	0.688118596855241	0.755424760795919	1.34421873896019	-0.0399532522674951	1.90548659964358	2.28236233893981	2.70625505299799	2.78102606719611	2.72241684640259	1.67369658799451	1.54132905905411	1.8899546762849	1.42609915754174	2.54469191968601	2.19948122906829	0.117110467252286	2.11096781231512	1.01938467837838	2.73208221091647	2.25809051402718	0.706439218983078	2.04683239506331	1.73540044427147	2.27413294773652	1.70703101489345	2.19338627201297	1.16978735702443	1.25073318837749	1.84745142253907	0.383780394645128	0.501700360150604	0.852802839524711
chr22-48180817-48181077	-1.13352919461076	-1.13352919461076	-1.13352919461076	-1.13352919461076	0.574899379432106	-1.13352919461076	-0.157313473088126	-1.13352919461076	-0.129418060000118	-0.160597021214103	0.00389215082517659	1.322786261205	0.743913903486153	-0.148676236849673	0.359907197160649	-0.127361838302221	-1.13352919461076	0.802236950302072	-1.13352919461076	0.422069181813211	-0.0943967889327817	0.706439218983078	0.459267816799912	0.499550070071201	-0.227528931023891	-0.222469719504395	-1.13352919461076	-0.295842378498602	-0.0942558034332672	0.484036306842836	1.94546807673809	0.501700360150604	-1.13352919461076
chr2-89154944-89155608	0.43600660937144	2.63985905003604	2.05407984244173	0.883269611304584	3.9966068060451	0.481254876630503	3.52081796500888	2.0674540724127	1.68086623072753	-0.160597021214103	-1.13352919461076	4.29904446090879	1.8899546762849	4.45135384178545	2.19959988113816	3.40180824899404	-1.13352919461076	1.11977936760365	3.24648634633727	-1.13352919461076	4.55687646250145	1.67795233839037	4.16330916320614	4.42835751069326	1.69772030784803	3.39070051821019	4.33365754399206	4.5715322376768	2.3965319331109	1.5704974911184	4.08835026289412	3.93895099056993	4.77925635792773
chr3-16642565-16643228	2.75171753927556	2.88520131237036	2.85471578783011	2.58755835532591	2.35269731956092	2.07602247098662	3.52081796500888	2.4834514504663	2.87416959771081	2.51653568846417	3.0201339423266	2.88969531138377	2.04002983977452	3.64446973771891	2.32403037591608	2.4627200624937	2.61226972631237	2.11096781231512	2.83463689733387	1.9971093072952	3.1876662915697	2.57135407771797	3.57819677401785	1.92930079258904	3.43449829612698	3.21480028366144	2.5956192704184	2.35618971482613	2.3965319331109	2.94191961689164	2.6777333067755	2.3940227085613	3.57683137508383
chr20-61194978-61195154	-1.13352919461076	0.0475246976507447	-1.13352919461076	0.20185355705795	-0.0399532522674951	0.481254876630503	1.15015353835454	-1.13352919461076	0.87263312244346	0.825676209945866	0.63189920245499	0.349449785769347	0.343019419806386	1.6477611684734	1.91302353344897	1.46169763474177	0.117110467252286	-1.13352919461076	1.27492831365868	0.422069181813211	1.25051118243327	-1.13352919461076	0.875281645220107	-0.0972920105333494	0.723070015526968	1.04333726178365	0.945986632434843	-0.295842378498602	0.924987118381277	1.4091395387561	2.23284006302436	1.24851256000596	0.177474906344761
